See original data: 
Section   Material 
and Evaluation Summary 
Interpreted ENDF file 

U-238(FY_cum)U-239,RNP   MAT=9237 MF=8 MT=459   Library: ENDF/B-VIII.0   

(n,FY_cum) Cumulative Fission-Product Yields
Fission-product yields are given for 2 incident neutron energies

Neutron energy =  5.0000E+05

   PRODUCT      ZAFP     FPS           Y          DY
 40-Zr-111    40111.      0.  3.4012E-09  2.1768E-09
 40-Zr-112    40112.      0.  1.0472E-12  6.7020E-13
 40-Zr-113    40113.      0.  7.8556E-14  5.0276E-14
 40-Zr-114    40114.      0.  3.8581E-15  2.4692E-15
 41-Nb- 89    41089.      0.  0.0000E+00  0.0000E+00
 41-Nb- 90    41090.      0.  0.0000E+00  0.0000E+00
 41-Nb- 91    41091.      0.  0.0000E+00  0.0000E+00
 41-Nb- 92    41092.      0.  0.0000E+00  0.0000E+00
 41-Nb- 93    41093.      0.  4.9133E-02  9.8266E-04
 41-Nb- 93-M  41093.      1.  4.6676E-02  9.3353E-04
 41-Nb- 94    41094.      0.  3.7100E-11  2.3744E-11
 41-Nb- 94-M  41094.      1.  1.3700E-11  8.7681E-12
 41-Nb- 95    41095.      0.  5.1405E-02  5.1405E-04
 41-Nb- 95-M  41095.      1.  5.1405E-04  7.1968E-06
 41-Nb- 96    41096.      0.  1.0400E-07  6.6560E-08
 41-Nb- 97    41097.      0.  5.5625E-02  5.5625E-04
 41-Nb- 97-M  41097.      1.  5.2286E-02  5.2286E-04
 41-Nb- 98    41098.      0.  5.9443E-02  9.5109E-03
 41-Nb- 98-M  41098.      1.  7.1201E-06  4.5568E-06
 41-Nb- 99    41099.      0.  4.2981E-02  3.4385E-03
 41-Nb- 99-M  41099.      1.  1.8701E-02  2.0571E-03
 41-Nb-100    41100.      0.  3.3482E-02  5.3571E-03
 41-Nb-100-M  41100.      1.  3.3482E-02  5.3571E-03
 41-Nb-101    41101.      0.  6.1987E-02  6.8186E-03
 41-Nb-102-M  41102.      1.  8.7271E-03  5.5854E-03
 41-Nb-102    41102.      0.  5.4927E-02  3.5153E-02
 41-Nb-103    41103.      0.  5.8992E-02  6.4891E-03
 41-Nb-104-M  41104.      1.  1.4335E-02  9.1746E-03
 41-Nb-104    41104.      0.  2.4628E-02  1.5762E-02
 41-Nb-105    41105.      0.  2.0084E-02  4.6194E-03
 41-Nb-106    41106.      0.  5.9503E-03  2.6776E-03
 41-Nb-107    41107.      0.  1.4502E-03  9.2814E-04
 41-Nb-108    41108.      0.  1.7381E-04  1.1124E-04
 41-Nb-109    41109.      0.  1.5260E-05  9.7665E-06
 41-Nb-110    41110.      0.  1.1100E-06  7.1041E-07
 41-Nb-111    41111.      0.  2.9758E-06  1.9045E-06
 41-Nb-112    41112.      0.  1.8599E-08  1.1903E-08
 41-Nb-113    41113.      0.  1.5122E-09  9.6781E-10
 41-Nb-114    41114.      0.  6.8522E-11  4.3854E-11
 41-Nb-115    41115.      0.  7.8405E-14  5.0179E-14
 41-Nb-116    41116.      0.  4.5984E-15  2.9430E-15
 42-Mo- 90    42090.      0.  0.0000E+00  0.0000E+00
 42-Mo- 91    42091.      0.  0.0000E+00  0.0000E+00
 42-Mo- 92    42092.      0.  0.0000E+00  0.0000E+00
 42-Mo- 93-M  42093.      1.  0.0000E+00  0.0000E+00
 42-Mo- 93    42093.      0.  0.0000E+00  0.0000E+00
 42-Mo- 94    42094.      0.  3.7200E-11  2.3808E-11
 42-Mo- 95    42095.      0.  5.1405E-02  5.1405E-04
 42-Mo- 96    42096.      0.  1.0400E-07  6.6560E-08
 42-Mo- 97    42097.      0.  5.5625E-02  3.8937E-04
 42-Mo- 98    42098.      0.  5.9450E-02  5.9450E-04
 42-Mo- 99    42099.      0.  6.1682E-02  8.6356E-04
 42-Mo-100    42100.      0.  6.6974E-02  6.6974E-04
 42-Mo-101    42101.      0.  6.2090E-02  3.7254E-03
 42-Mo-102    42102.      0.  6.4472E-02  2.5789E-03
 42-Mo-103    42103.      0.  6.2732E-02  3.7639E-03
 42-Mo-104    42104.      0.  5.0202E-02  2.0081E-03
 42-Mo-105    42105.      0.  3.9729E-02  3.1783E-03
 42-Mo-106    42106.      0.  2.4645E-02  1.4787E-03
 42-Mo-107    42107.      0.  1.3794E-02  3.1726E-03
 42-Mo-108    42108.      0.  5.2469E-03  2.3611E-03
 42-Mo-109    42109.      0.  1.6973E-03  1.0863E-03
 42-Mo-110    42110.      0.  6.2088E-04  3.9737E-04
 42-Mo-111    42111.      0.  1.7463E-04  1.1176E-04
 42-Mo-112    42112.      0.  2.2420E-05  1.4349E-05
 42-Mo-113    42113.      0.  1.6820E-06  1.0765E-06
 42-Mo-114    42114.      0.  8.2601E-08  5.2864E-08
 42-Mo-115    42115.      0.  1.9192E-09  1.2283E-09
 42-Mo-116    42116.      0.  1.2200E-10  7.8081E-11
 42-Mo-117    42117.      0.  2.5360E-13  1.6231E-13
 42-Mo-118    42118.      0.  4.2037E-14  2.6904E-14
 43-Tc- 93    43093.      0.  0.0000E+00  0.0000E+00
 43-Tc- 95    43095.      0.  0.0000E+00  0.0000E+00
 43-Tc- 95-M  43095.      1.  0.0000E+00  0.0000E+00
 43-Tc- 97-M  43097.      1.  0.0000E+00  0.0000E+00
 43-Tc- 97    43097.      0.  0.0000E+00  0.0000E+00
 43-Tc- 98    43098.      0.  2.2900E-13  1.4656E-13
 43-Tc- 99    43099.      0.  6.1682E-02  8.6356E-04
 43-Tc- 99-M  43099.      1.  5.4281E-02  7.5993E-04
 43-Tc-100    43100.      0.  1.5600E-09  9.9841E-10
 43-Tc-101    43101.      0.  6.2091E-02  1.7385E-03
 43-Tc-102    43102.      0.  3.2244E-03  6.4487E-05
 43-Tc-102-M  43102.      1.  6.4473E-02  1.2895E-03
 43-Tc-103    43103.      0.  6.2753E-02  1.7571E-03
 43-Tc-104    43104.      0.  5.0360E-02  1.0072E-03
 43-Tc-105    43105.      0.  4.0509E-02  2.4306E-03
 43-Tc-106    43106.      0.  2.4897E-02  6.9713E-04
 43-Tc-107    43107.      0.  1.4459E-02  3.3255E-03
 43-Tc-108    43108.      0.  6.0117E-03  1.9238E-03
 43-Tc-109    43109.      0.  2.5133E-03  1.1310E-03
 43-Tc-110    43110.      0.  1.4085E-03  9.0145E-04
 43-Tc-111    43111.      0.  6.0156E-04  3.8500E-04
 43-Tc-112    43112.      0.  2.5656E-04  1.6420E-04
 43-Tc-113    43113.      0.  7.8000E-05  4.9920E-05
 43-Tc-114    43114.      0.  1.3980E-05  8.9473E-06
 43-Tc-115    43115.      0.  1.6792E-06  1.0747E-06
 43-Tc-116    43116.      0.  2.3900E-07  1.5296E-07
 43-Tc-117    43117.      0.  4.8819E-09  3.1244E-09
 43-Tc-118    43118.      0.  7.4661E-10  4.7783E-10
 43-Tc-119    43119.      0.  2.0345E-12  1.3021E-12
 43-Tc-120    43120.      0.  7.1238E-14  4.5592E-14
 43-Tc-121    43121.      0.  4.9962E-15  3.1975E-15
 44-Ru- 95    44095.      0.  0.0000E+00  0.0000E+00
 44-Ru- 96    44096.      0.  0.0000E+00  0.0000E+00
 44-Ru- 97    44097.      0.  0.0000E+00  0.0000E+00
 44-Ru- 98    44098.      0.  2.2900E-13  1.4656E-13
 44-Ru- 99    44099.      0.  6.1682E-02  8.6356E-04
 44-Ru-100    44100.      0.  1.5600E-09  9.9841E-10
 44-Ru-101    44101.      0.  6.2091E-02  8.6927E-04
 44-Ru-102    44102.      0.  6.4474E-02  6.4474E-04
 44-Ru-103    44103.      0.  6.2753E-02  8.7854E-04
 44-Ru-104    44104.      0.  5.0360E-02  5.0360E-04
 44-Ru-105    44105.      0.  4.0513E-02  1.1344E-03
 44-Ru-106    44106.      0.  2.4897E-02  3.4856E-04
 44-Ru-107    44107.      0.  1.4459E-02  2.3134E-03
 44-Ru-108    44108.      0.  6.0142E-03  1.9246E-03
 44-Ru-109-M  44109.      1.  7.9001E-07  5.0560E-07
 44-Ru-109    44109.      0.  2.5206E-03  1.6132E-03
 44-Ru-110    44110.      0.  1.4076E-03  6.3342E-04
 44-Ru-111    44111.      0.  7.1069E-04  3.1981E-04
 44-Ru-112    44112.      0.  5.4093E-04  8.6549E-05
 44-Ru-113    44113.      0.  3.8243E-04  2.4476E-04
 44-Ru-114    44114.      0.  2.1937E-04  1.4040E-04
 44-Ru-115    44115.      0.  9.8541E-05  6.3066E-05
 44-Ru-116    44116.      0.  3.4550E-05  2.2112E-05
 44-Ru-117    44117.      0.  5.4300E-06  3.4752E-06
 44-Ru-118    44118.      0.  9.0001E-07  5.7600E-07
 44-Ru-119    44119.      0.  4.9800E-08  3.1872E-08
 44-Ru-120    44120.      0.  1.8900E-09  1.2096E-09
 44-Ru-121    44121.      0.  1.2230E-10  7.8271E-11
 44-Ru-122    44122.      0.  6.3000E-13  4.0320E-13
 44-Ru-123    44123.      0.  1.3610E-14  8.7107E-15
 44-Ru-124    44124.      0.  0.0000E+00  0.0000E+00
 45-Rh- 99    45099.      0.  0.0000E+00  0.0000E+00
 45-Rh-101    45101.      0.  0.0000E+00  0.0000E+00
 45-Rh-101-M  45101.      1.  0.0000E+00  0.0000E+00
 45-Rh-102    45102.      0.  0.0000E+00  0.0000E+00
 45-Rh-102-M  45102.      1.  0.0000E+00  0.0000E+00
 45-Rh-103    45103.      0.  6.2753E-02  8.7854E-04
 45-Rh-103-M  45103.      1.  6.2126E-02  8.6976E-04
 45-Rh-104    45104.      0.  7.4501E-12  4.7680E-12
 45-Rh-104-M  45104.      1.  5.8200E-12  3.7248E-12
 45-Rh-105    45105.      0.  4.0513E-02  8.1026E-04
 45-Rh-105-M  45105.      1.  1.0939E-02  3.0628E-04
 45-Rh-106    45106.      0.  2.4897E-02  3.4856E-04
 45-Rh-106-M  45106.      1.  0.0000E+00  0.0000E+00
 45-Rh-107    45107.      0.  1.4459E-02  1.5905E-03
 45-Rh-108    45108.      0.  6.0142E-03  1.3833E-03
 45-Rh-108-M  45108.      1.  1.8100E-14  1.1584E-14
 45-Rh-109    45109.      0.  2.5214E-03  1.6137E-03
 45-Rh-109-M  45109.      1.  1.2603E-03  8.0660E-04
 45-Rh-110    45110.      0.  1.4076E-03  4.5044E-04
 45-Rh-110-M  45110.      1.  1.7300E-11  1.1072E-11
 45-Rh-111    45111.      0.  7.1215E-04  2.2789E-04
 45-Rh-112    45112.      0.  5.5891E-04  4.4713E-05
 45-Rh-113    45113.      0.  4.5943E-04  2.0674E-04
 45-Rh-114    45114.      0.  3.7830E-04  2.4211E-04
 45-Rh-115    45115.      0.  3.2195E-04  2.0605E-04
 45-Rh-116    45116.      0.  2.3974E-04  1.5344E-04
 45-Rh-117    45117.      0.  1.2042E-04  7.7069E-05
 45-Rh-118    45118.      0.  5.2300E-05  3.3472E-05
 45-Rh-119    45119.      0.  1.1230E-05  7.1873E-06
 45-Rh-120    45120.      0.  1.4300E-06  9.1521E-07
 45-Rh-121    45121.      0.  1.0700E-07  6.8480E-08
 45-Rh-122    45122.      0.  6.1700E-09  3.9488E-09
 45-Rh-123    45123.      0.  2.6200E-10  1.6768E-10
 45-Rh-124    45124.      0.  5.6000E-12  3.5840E-12
 45-Rh-125    45125.      0.  8.4565E-14  5.4121E-14
 45-Rh-127    45127.      0.  0.0000E+00  0.0000E+00
 46-Pd- 99    46099.      0.  0.0000E+00  0.0000E+00
 46-Pd-101    46101.      0.  0.0000E+00  0.0000E+00
 46-Pd-102    46102.      0.  0.0000E+00  0.0000E+00
 46-Pd-103    46103.      0.  0.0000E+00  0.0000E+00
 46-Pd-104    46104.      0.  7.4300E-12  3.3435E-12
 46-Pd-105    46105.      0.  4.0513E-02  5.6718E-04
 46-Pd-106    46106.      0.  2.4897E-02  3.4856E-04
 46-Pd-107    46107.      0.  1.4459E-02  1.1567E-03
 46-Pd-107-M  46107.      1.  0.0000E+00  0.0000E+00
 46-Pd-108    46108.      0.  6.0142E-03  9.6228E-04
 46-Pd-109    46109.      0.  2.5214E-03  1.6137E-03
 46-Pd-109-M  46109.      1.  0.0000E+00  0.0000E+00
 46-Pd-110    46110.      0.  1.4076E-03  2.2522E-04
 46-Pd-111    46111.      0.  7.1127E-04  1.6359E-04
 46-Pd-111-M  46111.      1.  3.0600E-06  9.7921E-07
 46-Pd-112    46112.      0.  5.5901E-04  2.2361E-05
 46-Pd-113    46113.      0.  4.6111E-04  1.4756E-04
 46-Pd-114    46114.      0.  3.9252E-04  1.7664E-04
 46-Pd-115    46115.      0.  3.7483E-04  1.6868E-04
 46-Pd-116    46116.      0.  3.8784E-04  1.7453E-04
 46-Pd-117    46117.      0.  3.4828E-04  2.2290E-04
 46-Pd-118    46118.      0.  3.4019E-04  2.1772E-04
 46-Pd-119    46119.      0.  1.9527E-04  1.2497E-04
 46-Pd-120    46120.      0.  8.5331E-05  5.4612E-05
 46-Pd-121    46121.      0.  2.0260E-05  1.2967E-05
 46-Pd-122    46122.      0.  4.1700E-06  2.6688E-06
 46-Pd-123    46123.      0.  5.3600E-07  3.4304E-07
 46-Pd-124    46124.      0.  4.2600E-08  2.7264E-08
 46-Pd-125    46125.      0.  2.0700E-09  1.3248E-09
 46-Pd-126    46126.      0.  0.0000E+00  0.0000E+00
 46-Pd-127    46127.      0.  6.7003E-19  4.2882E-19
 46-Pd-128    46128.      0.  0.0000E+00  0.0000E+00
 46-Pd-129    46129.      0.  0.0000E+00  0.0000E+00
 46-Pd-130    46130.      0.  0.0000E+00  0.0000E+00
 46-Pd-131    46131.      0.  0.0000E+00  0.0000E+00
 47-Ag-103    47103.      0.  0.0000E+00  0.0000E+00
 47-Ag-105    47105.      0.  0.0000E+00  0.0000E+00
 47-Ag-105-M  47105.      1.  0.0000E+00  0.0000E+00
 47-Ag-106    47106.      0.  0.0000E+00  0.0000E+00
 47-Ag-106-M  47106.      1.  0.0000E+00  0.0000E+00
 47-Ag-107    47107.      0.  1.4459E-02  1.1567E-03
 47-Ag-107-M  47107.      1.  0.0000E+00  0.0000E+00
 47-Ag-108-M  47108.      1.  0.0000E+00  0.0000E+00
 47-Ag-108    47108.      0.  0.0000E+00  0.0000E+00
 47-Ag-109-M  47109.      1.  2.5202E-03  1.6129E-03
 47-Ag-109    47109.      0.  2.5214E-03  1.6137E-03
 47-Ag-110    47110.      0.  0.0000E+00  0.0000E+00
 47-Ag-110-M  47110.      1.  0.0000E+00  0.0000E+00
 47-Ag-111    47111.      0.  7.1003E-04  1.4201E-05
 47-Ag-111-M  47111.      1.  7.0695E-04  5.6556E-05
 47-Ag-112    47112.      0.  5.5901E-04  2.2361E-05
 47-Ag-113    47113.      0.  4.1500E-04  9.5451E-05
 47-Ag-113-M  47113.      1.  4.6110E-05  2.0750E-05
 47-Ag-114    47114.      0.  3.9257E-04  1.2562E-04
 47-Ag-115    47115.      0.  2.7395E-04  8.7665E-05
 47-Ag-115-M  47115.      1.  1.0153E-04  4.5689E-05
 47-Ag-116    47116.      0.  1.9656E-04  8.8453E-05
 47-Ag-116-M  47116.      1.  1.9656E-04  8.8453E-05
 47-Ag-117    47117.      0.  1.8851E-04  1.2065E-04
 47-Ag-117-M  47117.      1.  1.8851E-04  1.2065E-04
 47-Ag-118    47118.      0.  3.1309E-04  2.0038E-04
 47-Ag-118-M  47118.      1.  2.1445E-04  1.3725E-04
 47-Ag-119    47119.      0.  3.7882E-04  1.7047E-04
 47-Ag-120-M  47120.      1.  1.1293E-04  7.2276E-05
 47-Ag-120    47120.      0.  2.4005E-04  1.5363E-04
 47-Ag-121    47121.      0.  1.9958E-04  1.2773E-04
 47-Ag-122-M  47122.      1.  5.0775E-05  3.2496E-05
 47-Ag-122    47122.      0.  5.4945E-05  3.5165E-05
 47-Ag-123    47123.      0.  4.3530E-05  2.7859E-05
 47-Ag-124    47124.      0.  1.0280E-05  6.5792E-06
 47-Ag-125    47125.      0.  1.7500E-06  1.1200E-06
 47-Ag-126    47126.      0.  9.4401E-11  6.0416E-11
 47-Ag-127    47127.      0.  1.1900E-11  7.6161E-12
 47-Ag-128    47128.      0.  7.1001E-13  4.5440E-13
 47-Ag-129    47129.      0.  2.1165E-14  1.3546E-14
 47-Ag-130    47130.      0.  0.0000E+00  0.0000E+00
 47-Ag-131    47131.      0.  1.2929E-16  8.2747E-17
 47-Ag-132    47132.      0.  6.8599E-11  4.3903E-11
 47-Ag-133    47133.      0.  3.4544E-12  2.2108E-12
 48-Cd-105    48105.      0.  0.0000E+00  0.0000E+00
 48-Cd-106    48106.      0.  0.0000E+00  0.0000E+00
 48-Cd-107    48107.      0.  0.0000E+00  0.0000E+00
 48-Cd-108    48108.      0.  0.0000E+00  0.0000E+00
 48-Cd-109    48109.      0.  0.0000E+00  0.0000E+00
 48-Cd-110    48110.      0.  0.0000E+00  0.0000E+00
 48-Cd-111    48111.      0.  7.1215E-04  1.4243E-05
 48-Cd-111-M  48111.      1.  0.0000E+00  0.0000E+00
 48-Cd-112    48112.      0.  5.5901E-04  2.2361E-05
 48-Cd-113    48113.      0.  4.5572E-04  5.0129E-05
 48-Cd-113-M  48113.      1.  5.3900E-06  8.6241E-07
 48-Cd-114    48114.      0.  3.9257E-04  6.2812E-05
 48-Cd-115    48115.      0.  3.4437E-04  6.8874E-06
 48-Cd-115-M  48115.      1.  3.1100E-05  1.8660E-06
 48-Cd-116    48116.      0.  3.9314E-04  4.3246E-05
 48-Cd-117    48117.      0.  2.8283E-04  1.2727E-04
 48-Cd-117-M  48117.      1.  9.4481E-05  4.2516E-05
 48-Cd-118    48118.      0.  4.3176E-04  9.9305E-05
 48-Cd-119    48119.      0.  1.9856E-04  8.9353E-05
 48-Cd-119-M  48119.      1.  1.9856E-04  8.9353E-05
 48-Cd-120    48120.      0.  3.8601E-04  1.7371E-04
 48-Cd-121-M  48121.      1.  8.0411E-05  5.1463E-05
 48-Cd-121    48121.      0.  2.8018E-04  1.7932E-04
 48-Cd-122    48122.      0.  3.7203E-04  1.6741E-04
 48-Cd-123    48123.      0.  3.2356E-04  2.0708E-04
 48-Cd-124    48124.      0.  2.1960E-04  1.4055E-04
 48-Cd-125    48125.      0.  9.9501E-05  6.3680E-05
 48-Cd-126    48126.      0.  8.1301E-06  5.2032E-06
 48-Cd-127    48127.      0.  4.1200E-06  2.6368E-06
 48-Cd-128    48128.      0.  1.2800E-06  8.1921E-07
 48-Cd-129    48129.      0.  4.7800E-07  3.0592E-07
 48-Cd-130    48130.      0.  5.5700E-08  3.5648E-08
 48-Cd-131    48131.      0.  2.9200E-09  1.8688E-09
 48-Cd-132    48132.      0.  1.8200E-06  1.1648E-06
 48-Cd-133    48133.      0.  8.4557E-08  5.4117E-08
 48-Cd-134    48134.      0.  9.3701E-10  5.9968E-10
 48-Cd-135    48135.      0.  8.8865E-12  5.6873E-12
 48-Cd-136    48136.      0.  3.3700E-14  2.1568E-14
 49-In-107    49107.      0.  0.0000E+00  0.0000E+00
 49-In-109    49109.      0.  0.0000E+00  0.0000E+00
 49-In-111    49111.      0.  0.0000E+00  0.0000E+00
 49-In-112    49112.      0.  0.0000E+00  0.0000E+00
 49-In-112-M  49112.      1.  0.0000E+00  0.0000E+00
 49-In-113    49113.      0.  4.6111E-04  5.0722E-05
 49-In-113-M  49113.      1.  0.0000E+00  0.0000E+00
 49-In-114    49114.      0.  0.0000E+00  0.0000E+00
 49-In-114-M  49114.      1.  0.0000E+00  0.0000E+00
 49-In-115    49115.      0.  3.6273E-04  7.2546E-06
 49-In-115-M  49115.      1.  3.4438E-04  6.8876E-06
 49-In-116-N  49116.      2.  4.7667E-13  3.0507E-13
 49-In-116    49116.      0.  4.7667E-13  3.0507E-13
 49-In-116-M  49116.      1.  9.5334E-13  6.1014E-13
 49-In-117    49117.      0.  2.3891E-04  7.6452E-05
 49-In-117-M  49117.      1.  2.6115E-04  8.3568E-05
 49-In-118-N  49118.      2.  2.9900E-10  1.9136E-10
 49-In-118    49118.      0.  4.3176E-04  9.9305E-05
 49-In-118-M  49118.      1.  5.9352E-10  3.7985E-10
 49-In-119    49119.      0.  2.0855E-04  9.3848E-05
 49-In-119-M  49119.      1.  1.9857E-04  8.9357E-05
 49-In-120-N  49120.      2.  0.0000E+00  0.0000E+00
 49-In-120    49120.      0.  1.9356E-04  8.7103E-05
 49-In-120-M  49120.      1.  1.9356E-04  8.7103E-05
 49-In-121    49121.      0.  9.0960E-05  5.8215E-05
 49-In-121-M  49121.      1.  2.8165E-04  1.8026E-04
 49-In-122-N  49122.      2.  0.0000E+00  0.0000E+00
 49-In-122    49122.      0.  3.9112E-04  8.9958E-05
 49-In-122-M  49122.      1.  1.9080E-05  1.2211E-05
 49-In-123    49123.      0.  3.4648E-04  2.2175E-04
 49-In-123-M  49123.      1.  9.4361E-05  6.0391E-05
 49-In-124-M  49124.      1.  1.0899E-04  6.9751E-05
 49-In-124    49124.      0.  3.2860E-04  2.1030E-04
 49-In-125    49125.      0.  2.1590E-04  1.3818E-04
 49-In-125-M  49125.      1.  1.7610E-04  1.1270E-04
 49-In-126-M  49126.      1.  1.9202E-04  1.2289E-04
 49-In-126    49126.      0.  1.8388E-04  1.1768E-04
 49-In-127    49127.      0.  3.4622E-04  2.2158E-04
 49-In-127-M  49127.      1.  3.4622E-04  2.2158E-04
 49-In-128-M  49128.      1.  3.9153E-04  2.5058E-04
 49-In-128    49128.      0.  3.9281E-04  2.5140E-04
 49-In-129    49129.      0.  6.7467E-04  4.3179E-04
 49-In-129-M  49129.      1.  6.7419E-04  4.3148E-04
 49-In-130-N  49130.      2.  0.0000E+00  0.0000E+00
 49-In-130-M  49130.      1.  0.0000E+00  0.0000E+00
 49-In-130    49130.      0.  7.5072E-04  4.8046E-04
 49-In-131-M  49131.      1.  0.0000E+00  0.0000E+00
 49-In-131    49131.      0.  2.6808E-04  1.7157E-04
 49-In-132    49132.      0.  6.4729E-04  4.1427E-04
 49-In-133    49133.      0.  7.3980E-05  4.7348E-05
 49-In-134    49134.      0.  4.9200E-06  3.1488E-06
 49-In-135    49135.      0.  1.7106E-07  1.0948E-07
 49-In-136    49136.      0.  2.7000E-09  1.7280E-09
 49-In-137    49137.      0.  2.5860E-11  1.6550E-11
 49-In-138    49138.      0.  8.3299E-13  5.3311E-13
 50-Sn-111    50111.      0.  0.0000E+00  0.0000E+00
 50-Sn-112    50112.      0.  0.0000E+00  0.0000E+00
 50-Sn-113-M  50113.      1.  0.0000E+00  0.0000E+00
 50-Sn-113    50113.      0.  0.0000E+00  0.0000E+00
 50-Sn-114    50114.      0.  0.0000E+00  0.0000E+00
 50-Sn-115    50115.      0.  3.7548E-04  7.5097E-06
 50-Sn-116    50116.      0.  1.4300E-12  6.4350E-13
 50-Sn-117-M  50117.      1.  7.6452E-07  4.8929E-07
 50-Sn-117    50117.      0.  3.7732E-04  2.4149E-04
 50-Sn-118    50118.      0.  4.3176E-04  4.7494E-05
 50-Sn-119    50119.      0.  3.9720E-04  4.3692E-05
 50-Sn-119-M  50119.      1.  1.0430E-05  4.6935E-06
 50-Sn-120    50120.      0.  3.8713E-04  4.2585E-05
 50-Sn-121    50121.      0.  3.6696E-04  2.3485E-04
 50-Sn-121-M  50121.      1.  1.0303E-05  6.5942E-06
 50-Sn-122    50122.      0.  4.1073E-04  4.5181E-05
 50-Sn-123    50123.      0.  3.3300E-06  2.1312E-06
 50-Sn-123-M  50123.      1.  4.4201E-04  1.4144E-04
 50-Sn-124    50124.      0.  4.6448E-04  5.1093E-05
 50-Sn-125    50125.      0.  2.6387E-04  1.5832E-05
 50-Sn-125-M  50125.      1.  2.1984E-04  7.0349E-05
 50-Sn-126    50126.      0.  5.4072E-04  4.3258E-05
 50-Sn-127    50127.      0.  1.0142E-03  4.5639E-04
 50-Sn-127-M  50127.      1.  3.4624E-04  2.2159E-04
 50-Sn-128-M  50128.      1.  1.0179E-03  6.5148E-04
 50-Sn-128    50128.      0.  2.8395E-03  1.8173E-03
 50-Sn-129    50129.      0.  7.5800E-03  2.4256E-03
 50-Sn-129-M  50129.      1.  2.2094E-03  1.4140E-03
 50-Sn-130-M  50130.      1.  8.4509E-03  5.4086E-03
 50-Sn-130    50130.      0.  8.7633E-03  5.6085E-03
 50-Sn-131-M  50131.      1.  1.1447E-02  7.3260E-03
 50-Sn-131    50131.      0.  1.1718E-02  7.4998E-03
 50-Sn-132    50132.      0.  1.9462E-02  4.4763E-03
 50-Sn-133    50133.      0.  6.8001E-03  3.0600E-03
 50-Sn-134    50134.      0.  1.8260E-03  1.1686E-03
 50-Sn-135    50135.      0.  1.9027E-04  1.2177E-04
 50-Sn-136    50136.      0.  1.4180E-05  9.0753E-06
 50-Sn-137    50137.      0.  6.3300E-07  4.0512E-07
 50-Sn-138    50138.      0.  2.2100E-08  1.4144E-08
 50-Sn-139    50139.      0.  1.6312E-10  1.0439E-10
 50-Sn-140    50140.      0.  8.6890E-12  5.5610E-12
 50-Sn-141    50141.      0.  2.5887E-12  1.6568E-12
 51-Sb-113    51113.      0.  0.0000E+00  0.0000E+00
 51-Sb-115    51115.      0.  0.0000E+00  0.0000E+00
 51-Sb-117    51117.      0.  0.0000E+00  0.0000E+00
 51-Sb-118    51118.      0.  0.0000E+00  0.0000E+00
 51-Sb-118-M  51118.      1.  0.0000E+00  0.0000E+00
 51-Sb-119    51119.      0.  0.0000E+00  0.0000E+00
 51-Sb-120    51120.      0.  1.6600E-14  1.0624E-14
 51-Sb-120-M  51120.      1.  2.8300E-14  1.8112E-14
 51-Sb-121    51121.      0.  3.6927E-04  2.9542E-05
 51-Sb-122    51122.      0.  2.4000E-10  1.5360E-10
 51-Sb-122-M  51122.      1.  1.3700E-10  8.7681E-11
 51-Sb-123    51123.      0.  4.4534E-04  7.1255E-05
 51-Sb-124-N  51124.      2.  0.0000E+00  0.0000E+00
 51-Sb-124    51124.      0.  1.3400E-07  8.5761E-08
 51-Sb-124-M  51124.      1.  6.6800E-08  4.2752E-08
 51-Sb-125    51125.      0.  4.8524E-04  3.8819E-05
 51-Sb-126-N  51126.      2.  3.6233E-04  2.3189E-04
 51-Sb-126    51126.      0.  7.5781E-05  6.0624E-06
 51-Sb-126-M  51126.      1.  5.4082E-04  4.3266E-05
 51-Sb-127    51127.      0.  1.3625E-03  8.1748E-05
 51-Sb-128    51128.      0.  1.1167E-04  7.1467E-05
 51-Sb-128-M  51128.      1.  2.8519E-03  1.8252E-03
 51-Sb-129    51129.      0.  1.0113E-02  1.6182E-03
 51-Sb-130    51130.      0.  9.2581E-03  5.9252E-03
 51-Sb-130-M  51130.      1.  9.8780E-03  6.3219E-03
 51-Sb-131    51131.      0.  3.2540E-02  1.3016E-03
 51-Sb-132    51132.      0.  2.4095E-02  3.8552E-03
 51-Sb-132-M  51132.      1.  2.2469E-02  3.5950E-03
 51-Sb-133    51133.      0.  3.8083E-02  3.0466E-03
 51-Sb-134-M  51134.      1.  1.2805E-02  8.1953E-03
 51-Sb-134    51134.      0.  1.4297E-02  9.1501E-03
 51-Sb-135    51135.      0.  1.0395E-02  2.3908E-03
 51-Sb-136    51136.      0.  2.4004E-03  1.5363E-03
 51-Sb-137    51137.      0.  3.8369E-04  2.4556E-04
 51-Sb-138    51138.      0.  4.0590E-05  2.5978E-05
 51-Sb-139    51139.      0.  3.1400E-06  2.0096E-06
 51-Sb-140    51140.      0.  1.5432E-07  9.8768E-08
 51-Sb-141    51141.      0.  4.9832E-08  3.1893E-08
 51-Sb-142    51142.      0.  3.4940E-11  2.2362E-11
 51-Sb-143    51143.      0.  3.4924E-12  2.2351E-12
 52-Te-115    52115.      0.  0.0000E+00  0.0000E+00
 52-Te-117    52117.      0.  0.0000E+00  0.0000E+00
 52-Te-118    52118.      0.  0.0000E+00  0.0000E+00
 52-Te-119    52119.      0.  0.0000E+00  0.0000E+00
 52-Te-120    52120.      0.  0.0000E+00  0.0000E+00
